"","dateTime8601","instrument","action","station","cast","lat","lon","comment","message.ID","cruise","year","month","day","time","dateTime","date","datetime_decimaldoy","speedlog_waterspeedfwd","speedlog_groundspeedfwd"
"227","2022-08-01 08:41:09+00:00","Bongo Net","recover","L9","B13",40.0908,-70.8656,"7th Bongo. After CTD EN687_013.",142,"EN687",2022,8,1,"08:41:09",2022-08-01 08:41:09,"2022-08-01 08:41:00+00:00",212.3618056,1.7,1.7
"228","2022-08-01 13:59:37+00:00","Bongo Net","deploy","L8","B16",40.1471,-70.7748,"8th Bongo. After CTD EN687_016.",150,"EN687",2022,8,1,"13:59:37",2022-08-01 13:59:37,"2022-08-01 13:59:00+00:00",212.5826389,1.8,1.8
"229","2022-08-01 14:14:45+00:00","Bongo Net","recover","L8","B16",40.1522,-70.7769,"8th Bongo. After CTD EN687_016. Hit bottom. Processed as usual.",155,"EN687",2022,8,1,"14:14:45",2022-08-01 14:14:45,"2022-08-01 14:14:00+00:00",212.5930556,1.6,1.6
"230","2022-08-02 03:59:31+00:00","Bongo Net","deploy","L6","B18",40.3563,-70.8747,"9th Bongo. After CTD EN687_018.",162,"EN687",2022,8,2,"03:59:31",2022-08-02 03:59:31,"2022-08-02 03:59:00+00:00",213.1659722,1.49,1.49
"231","2022-08-02 04:13:29+00:00","Bongo Net","recover","L6","B18",40.3499,-70.8772,"9th Bongo. After CTD EN687_018.",163,"EN687",2022,8,2,"04:13:29",2022-08-02 04:13:29,"2022-08-02 04:13:00+00:00",213.1756944,1.55,1.55
"232","2022-08-02 11:35:47+00:00","Bongo Net","deploy","L7","B21",40.2274,-70.8696,"10th Bongo. After CTD EN687_021.",172,"EN687",2022,8,2,"11:35:47",2022-08-02 11:35:47,"2022-08-02 11:35:00+00:00",213.4826389,1.62,1.62
"233","2022-08-02 11:49:18+00:00","Bongo Net","recover","L7","B21",40.2268,-70.8626,"10th Bongo. After CTD EN687_021.",176,"EN687",2022,8,2,"11:49:18",2022-08-02 11:49:18,"2022-08-02 11:49:00+00:00",213.4923611,1.66,1.66
"234","2022-08-02 21:42:11+00:00","Bongo Net","deploy","L3","B22",40.858,-70.8712,"11th Bongo. After CTD EN687_022.",197,"EN687",2022,8,2,"21:42:11",2022-08-02 21:42:11,"2022-08-02 21:42:00+00:00",213.9041667,1.56,1.56
"235","2022-08-02 21:48:29+00:00","Bongo Net","recover","L3","B22",40.8552,-70.8697,"11th Bongo. After CTD EN687_022.",200,"EN687",2022,8,2,"21:48:29",2022-08-02 21:48:29,"2022-08-02 21:48:00+00:00",213.9083333,1.56,1.56
"236","2022-08-03 08:16:33+00:00","Bongo Net","deploy","MVCO","B26",41.3169,-70.5769,"12th Bongo. After CTD EN687_026.",240,"EN687",2022,8,3,"08:16:33",2022-08-03 08:16:33,"2022-08-03 08:16:00+00:00",214.3444444,1.87,1.87
"237","2022-08-03 08:19:33+00:00","Bongo Net","recover","MVCO","B26",41.3158,-70.5784,"12th Bongo. After CTD EN687_026.",241,"EN687",2022,8,3,"08:19:33",2022-08-03 08:19:33,"2022-08-03 08:19:00+00:00",214.3465278,1.95,1.95
"238","2023-01-11 20:35:44+00:00","Bongo Net","deploy","L1","B1",41.1951,-70.8842,NA,19,"EN695",2023,1,11,"20:35:44",2023-01-11 20:35:44,"2023-01-11 20:35:00+00:00",10.8576389,1.49,1.49
"239","2023-01-11 20:42:27+00:00","Bongo Net","recover","L1","B1",41.1921,-70.884,NA,158,"EN695",2023,1,11,"20:42:27",2023-01-11 20:42:27,"2023-01-11 20:42:00+00:00",10.8625,1.98,1.98
"240","2023-01-12 04:04:56+00:00","Bongo Net","deploy","L6","B2",40.3721,-70.888,NA,28,"EN695",2023,1,12,"04:04:56",2023-01-12 04:04:56,"2023-01-12 04:04:00+00:00",11.1694444,1.66,1.66
"241","2023-01-12 04:35:00+00:00","Bongo Net","recover","L6","B2",40.3633,-70.8835,NA,159,"EN695",2023,1,12,"04:35:00",2023-01-12 04:22:00,"2023-01-12 04:22:00+00:00",11.1819444,1.22,1.22
"242","2023-01-12 07:33:54+00:00","Bongo Net","deploy","L9","B3",40.0505,-70.879,NA,36,"EN695",2023,1,12,"07:33:54",2023-01-12 07:33:54,"2023-01-12 07:33:00+00:00",11.3145833,1.59,1.59
"243","2023-01-12 07:46:12+00:00","Bongo Net","recover","L9","B3",40.0459,-70.8802,NA,160,"EN695",2023,1,12,"07:46:12",2023-01-12 07:46:12,"2023-01-12 07:46:00+00:00",11.3236111,1.55,1.55
"244","2023-01-12 10:20:16+00:00","Bongo Net","deploy","L10","B4",39.944,-70.8826,NA,40,"EN695",2023,1,12,"10:20:16",2023-01-12 10:20:16,"2023-01-12 10:20:00+00:00",11.4305556,1.56,1.56
"245","2023-01-12 10:35:30+00:00","Bongo Net","recover","L10","B4",39.9504,-70.8851,NA,161,"EN695",2023,1,12,"10:35:30",2023-01-12 10:35:30,"2023-01-12 10:35:00+00:00",11.4409722,1.53,1.53
"246","2023-01-12 13:12:01+00:00","Bongo Net","deploy","L11","B5",39.7849,-70.8826,NA,44,"EN695",2023,1,12,"13:12:01",2023-01-12 13:12:01,"2023-01-12 13:12:00+00:00",11.55,1.19,1.19
"247","2023-01-12 13:16:06+00:00","Bongo Net","recover","L11","B5",39.785,-70.8813,NA,162,"EN695",2023,1,12,"13:16:06",2023-01-12 13:16:06,"2023-01-12 13:16:00+00:00",11.5527778,1.5,1.5
"248","2023-01-12 20:59:57+00:00","Bongo Net","deploy","L8","B6",40.1513,-70.8692,NA,56,"EN695",2023,1,12,"20:59:57",2023-01-12 20:59:57,"2023-01-12 20:59:00+00:00",11.8743056,1.6,1.6
"249","2023-01-12 21:14:58+00:00","Bongo Net","recover","L8","B6",40.1493,-70.8603,NA,163,"EN695",2023,1,12,"21:14:58",2023-01-12 21:14:58,"2023-01-12 21:14:00+00:00",11.8847222,1.76,1.76
"250","2023-01-12 23:19:52+00:00","Bongo Net","deploy","L7","B7",40.2592,-70.8735,NA,60,"EN695",2023,1,12,"23:19:52",2023-01-12 23:19:52,"2023-01-12 23:19:00+00:00",11.9715278,1.04,1.04
"251","2023-01-12 23:27:47+00:00","Bongo Net","recover","L7","B7",40.2585,-70.8701,NA,164,"EN695",2023,1,12,"23:27:47",2023-01-12 23:27:47,"2023-01-12 23:27:00+00:00",11.9770833,1.22,1.22
"252","2023-01-13 02:22:47+00:00","Bongo Net","deploy","L5","B8",40.5128,-70.8842,NA,65,"EN695",2023,1,13,"02:22:47",2023-01-13 02:22:47,"2023-01-13 02:22:00+00:00",12.0986111,1.15,1.15
"253","2023-01-13 02:31:31+00:00","Bongo Net","recover","L5","B8",40.5121,-70.8816,NA,165,"EN695",2023,1,13,"02:31:31",2023-01-13 02:31:31,"2023-01-13 02:31:00+00:00",12.1048611,1.56,1.56
"254","2023-01-13 04:44:21+00:00","Bongo Net","deploy","L4","B9",40.6956,-70.8801,NA,67,"EN695",2023,1,13,"04:44:21",2023-01-13 04:44:21,"2023-01-13 04:44:00+00:00",12.1972222,1.94,1.94
"255","2023-01-13 04:49:13+00:00","Bongo Net","recover","L4","B9",40.6942,-70.8782,"TDR not started before deployment",166,"EN695",2023,1,13,"04:49:13",2023-01-13 04:49:13,"2023-01-13 04:49:00+00:00",12.2006944,1.9,1.9
"256","2023-01-13 07:25:00+00:00","Bongo Net","deploy","L3","B10",40.8611,-70.8788,NA,76,"EN695",2023,1,13,"07:25:00",2023-01-13 07:25:00,"2023-01-13 07:25:00+00:00",12.3090278,1.25,1.25
"257","2023-01-13 07:29:44+00:00","Bongo Net","recover","L3","B10",40.8597,-70.8779,NA,167,"EN695",2023,1,13,"07:29:44",2023-01-13 07:29:44,"2023-01-13 07:29:00+00:00",12.3118056,1.11,1.11
"258","2023-01-13 10:46:29+00:00","Bongo Net","deploy","L2","B11",41.0144,-70.8823,NA,92,"EN695",2023,1,13,"10:46:29",2023-01-13 10:46:29,"2023-01-13 10:46:00+00:00",12.4486111,1.27,1.27
"259","2023-01-13 10:51:10+00:00","Bongo Net","recover","L2","B11",41.013,-70.8838,NA,168,"EN695",2023,1,13,"10:51:10",2023-01-13 10:51:10,"2023-01-13 10:51:00+00:00",12.4520833,1.63,1.63
"260","2023-01-14 21:08:06+00:00","Bongo Net","deploy","MVCO","B16",41.3056,-70.5833,NA,121,"EN695",2023,1,14,"21:08:06",2023-01-14 21:08:06,"2023-01-14 21:08:00+00:00",13.8805556,1.63,1.63
"261","2023-01-14 21:12:17+00:00","Bongo Net","recover","MVCO","B16",41.3055,-70.5856,NA,169,"EN695",2023,1,14,"21:12:17",2023-01-14 21:12:17,"2023-01-14 21:12:00+00:00",13.8833333,0.95,0.95
"262","2023-04-29 11:57:00+00:00","Bongo Net","deploy","MVCO","B1",41.320367,-70.579095,NA,6,"HRS2303",2023,4,29,"11:57:00",2023-04-29 11:57:00,"2023-04-29 11:57:00+00:00",NA,NA,1.8
"263","2023-04-29 12:01:00+00:00","Bongo Net","recover","MVCO","B1",41.31909,-70.577403,NA,7,"HRS2303",2023,4,29,"12:01:00",2023-04-29 12:01:00,"2023-04-29 12:01:00+00:00",NA,NA,1.8
"264","2023-05-02 20:23:00+00:00","Bongo Net","deploy","L1","B2",41.199542,-70.883868,NA,47,"HRS2303",2023,5,2,"20:23:00",2023-05-02 20:23:00,"2023-05-02 20:23:10+00:00",NA,NA,1.5
"265","2023-05-02 20:29:00+00:00","Bongo Net","recover","L1","B2",41.197212,-70.884832,NA,48,"HRS2303",2023,5,2,"20:29:00",2023-05-02 20:29:00,"2023-05-02 20:29:10+00:00",NA,NA,1.3
"266","2023-05-03 04:50:00+00:00","Bongo Net","deploy","L5","B3",40.514928,-70.88156,NA,55,"HRS2303",2023,5,3,"04:50:00",2023-05-03 04:50:00,"2023-05-03 04:50:10+00:00",NA,NA,0.3
"267","2023-05-03 05:07:00+00:00","Bongo Net","recover","L5","B3",40.504672,-70.884727,NA,54,"HRS2303",2023,5,3,"05:07:00",2023-05-03 04:58:00,"2023-05-03 04:58:10+00:00",NA,NA,1.9
"268","2023-05-03 09:11:49+00:00","Bongo Net","deploy","L7","B4",40.25838,-70.886968,NA,58,"HRS2303",2023,5,3,"09:11:49",2023-05-03 09:11:49,"2023-05-03 09:11:50+00:00",NA,NA,2
"269","2023-05-03 09:21:00+00:00","Bongo Net","recover","L7","B4",40.255712,-70.891665,NA,59,"HRS2303",2023,5,3,"09:21:00",2023-05-03 09:21:00,"2023-05-03 09:21:50+00:00",NA,NA,2
"270","2023-05-03 11:37:20+00:00","Bongo Net","deploy","L8","B5",40.152095,-70.8803,NA,60,"HRS2303",2023,5,3,"11:37:20",2023-05-03 11:37:20,"2023-05-03 11:37:10+00:00",NA,NA,1.5
"271","2023-05-03 11:52:58+00:00","Bongo Net","recover","L8","B5",40.149103,-70.888502,NA,61,"HRS2303",2023,5,3,"11:52:58",2023-05-03 11:52:58,"2023-05-03 11:52:10+00:00",NA,NA,1.2
"272","2023-05-03 14:05:00+00:00","Bongo Net","deploy","L9","B6",40.047027,-70.881877,NA,63,"HRS2303",2023,5,3,"14:05:00",2023-05-03 14:05:00,"2023-05-03 14:05:10+00:00",NA,NA,1.8
"273","2023-05-03 14:36:00+00:00","Bongo Net","recover","L9","B6",40.034065,-70.895923,NA,64,"HRS2303",2023,5,3,"14:36:00",2023-05-03 14:21:00,"2023-05-03 14:21:10+00:00",NA,NA,1.9
"274","2023-05-03 19:38:14+00:00","Bongo Net","deploy","L10","B7",39.94671,-70.883635,NA,67,"HRS2303",2023,5,3,"19:38:14",2023-05-03 19:35:00,"2023-05-03 19:35:10+00:00",NA,NA,1
"275","2023-05-03 20:04:07+00:00","Bongo Net","recover","L10","B7",39.927017,-70.885992,NA,68,"HRS2303",2023,5,3,"20:04:07",2023-05-03 19:55:00,"2023-05-03 19:55:10+00:00",NA,NA,2
"276","2023-05-04 00:23:59+00:00","Bongo Net","deploy","L11","B8",39.766827,-70.889727,NA,73,"HRS2303",2023,5,4,"00:23:59",2023-05-04 00:23:59,"2023-05-04 00:23:10+00:00",NA,NA,1.4
"277","2023-05-04 00:47:00+00:00","Bongo Net","recover","L11","B8",39.77898,-70.87754,NA,74,"HRS2303",2023,5,4,"00:47:00",2023-05-04 00:41:00,"2023-05-04 00:41:10+00:00",NA,NA,1.9
"278","2023-05-04 14:29:18+00:00","Bongo Net","deploy","L6","B9",40.365737,-70.882988,NA,97,"HRS2303",2023,5,4,"14:29:18",2023-05-04 14:29:18,"2023-05-04 14:29:10+00:00",NA,NA,2.5
"279","2023-05-04 14:40:00+00:00","Bongo Net","recover","L6","B9",40.370293,-70.878892,NA,98,"HRS2303",2023,5,4,"14:40:00",2023-05-04 14:40:00,"2023-05-04 14:40:10+00:00",NA,NA,1.6
"280","2023-05-04 19:16:19+00:00","Bongo Net","deploy","L4","B10",40.694782,-70.888232,NA,101,"HRS2303",2023,5,4,"19:16:19",2023-05-04 19:16:19,"2023-05-04 19:16:10+00:00",NA,NA,2.5
"281","2023-05-04 19:28:37+00:00","Bongo Net","recover","L4","B10",40.694352,-70.89399,NA,102,"HRS2303",2023,5,4,"19:28:37",2023-05-04 19:23:00,"2023-05-04 19:23:10+00:00",NA,NA,1.3
"282","2023-05-04 23:23:36+00:00","Bongo Net","deploy","L3","B11",40.865677,-70.88375,NA,105,"HRS2303",2023,5,4,"23:23:36",2023-05-04 23:23:36,"2023-05-04 23:23:10+00:00",NA,NA,1.6
"283","2023-05-04 23:33:34+00:00","Bongo Net","recover","L3","B11",40.857547,-70.890505,NA,106,"HRS2303",2023,5,4,"23:33:34",2023-05-04 23:33:34,"2023-05-04 23:33:10+00:00",NA,NA,6.9
"284","2023-05-05 02:12:31+00:00","Bongo Net","deploy","L2","B12",41.029818,-70.883513,NA,108,"HRS2303",2023,5,5,"02:12:31",2023-05-05 02:12:31,"2023-05-05 02:12:10+00:00",NA,NA,1.7
"285","2023-05-05 02:17:00+00:00","Bongo Net","recover","L2","B12",41.028042,-70.883852,NA,111,"HRS2303",2023,5,5,"02:17:00",2023-05-05 02:17:00,"2023-05-05 02:17:10+00:00",NA,NA,1.5
"286","2023-08-07 18:07:32+00:00","Bongo Net","deploy","L1","B1",41.1975,-70.8675,"1st bongo deployment",15,"EN706",2023,8,7,"18:07:32",2023-08-07 18:07:32,"2023-08-07 18:07:00+00:00",218.7548611,1.52,1.52
"287","2023-08-07 18:13:05+00:00","Bongo Net","recover","L1","B1",41.1973,-70.8643,NA,16,"EN706",2023,8,7,"18:13:05",2023-08-07 18:13:05,"2023-08-07 18:13:00+00:00",218.7590278,1.56,1.56
"288","2023-08-08 07:06:30+00:00","Bongo Net","deploy","L2","B2",41.0281,-70.8737,"2nd Bongo for the cruise. SBE19 ~1m above Bongo. small ring net ~2m above Bongo.",24,"EN706",2023,8,8,"07:06:30",2023-08-08 07:06:30,"2023-08-08 07:06:00+00:00",219.2958333,1.23,1.23
"289","2023-08-08 07:15:00+00:00","Bongo Net","recover","L2","B2",41.0246,-70.8733,NA,91,"EN706",2023,8,8,"07:15:00",2023-08-08 07:15:00,"2023-08-08 07:15:00+00:00",219.3020833,1.76,1.76
"290","2023-08-08 16:19:50+00:00","Bongo Net","deploy","L4","B5",40.6858,-70.879,"3rd bongo",34,"EN706",2023,8,8,"16:19:50",2023-08-08 16:19:50,"2023-08-08 16:19:00+00:00",219.6798611,2,2
"291","2023-08-08 16:34:41+00:00","Bongo Net","recover","L4","B5",40.6809,-70.8838,NA,35,"EN706",2023,8,8,"16:34:41",2023-08-08 16:34:41,"2023-08-08 16:34:00+00:00",219.6902778,1.87,1.87
"292","2023-08-08 21:21:10+00:00","Bongo Net","deploy","L5","B6",40.502,-70.8836,"4th bongo. had to re-deploy to write down flowmeter values",45,"EN706",2023,8,8,"21:21:10",2023-08-08 21:21:10,"2023-08-08 21:21:00+00:00",219.8895833,1.3,1.3
"293","2023-08-08 21:35:10+00:00","Bongo Net","recover","L5","B6",40.4964,-70.8856,NA,46,"EN706",2023,8,8,"21:35:10",2023-08-08 21:35:10,"2023-08-08 21:35:00+00:00",219.8993056,1.59,1.59
"294","2023-08-09 18:53:18+00:00","Bongo Net","deploy","L11","B9",39.7763,-70.8818,"5th bongo",60,"EN706",2023,8,9,"18:53:18",2023-08-09 18:53:18,"2023-08-09 18:53:00+00:00",220.7868056,1.42,1.42
"295","2023-08-09 19:23:35+00:00","Bongo Net","recover","L11","B9",39.7763,-70.897,NA,77,"EN706",2023,8,9,"19:23:35",2023-08-09 19:23:35,"2023-08-09 19:23:00+00:00",220.8076389,1.29,1.29
"296","2023-08-10 00:55:00+00:00","Bongo Net","deploy","L10","B10",39.9265,-70.8941,"6th bongo",88,"EN706",2023,8,10,"00:55:00",2023-08-10 00:55:00,"2023-08-10 00:55:00+00:00",221.0381944,1.85,1.85
"297","2023-08-10 01:31:00+00:00","Bongo Net","recover","L10","B10",39.9126,-70.9052,NA,89,"EN706",2023,8,10,"01:31:00",2023-08-10 01:31:00,"2023-08-10 01:31:00+00:00",221.0631944,1.84,1.84
"298","2023-08-10 08:24:56+00:00","Bongo Net","deploy","L9","B13",40.0442,-70.8897,"7th Bongo",96,"EN706",2023,8,10,"08:24:56",2023-08-10 08:24:56,"2023-08-10 08:24:00+00:00",221.35,1.42,1.42
"299","2023-08-10 08:49:58+00:00","Bongo Net","recover","L9","B13",40.0392,-70.8995,NA,97,"EN706",2023,8,10,"08:49:58",2023-08-10 08:49:58,"2023-08-10 08:49:00+00:00",221.3673611,1.61,1.61
"300","2023-08-10 22:32:54+00:00","Bongo Net","deploy","L7","B14",40.2561,-70.881,"8th bongo",172,"EN706",2023,8,10,"22:32:54",2023-08-10 22:32:54,"2023-08-10 22:32:00+00:00",221.9388889,1.28,1.28
"301","2023-08-10 22:45:13+00:00","Bongo Net","recover","L7","B14",40.2527,-70.8766,NA,173,"EN706",2023,8,10,"22:45:13",2023-08-10 22:45:13,"2023-08-10 22:45:00+00:00",221.9479167,1.26,1.26
"302","2023-08-11 00:43:04+00:00","Bongo Net","deploy","L8","B15",40.1347,-70.8703,"9th bongo",178,"EN706",2023,8,11,"00:43:04",2023-08-11 00:43:04,"2023-08-11 00:43:00+00:00",222.0298611,0.95,0.95
"303","2023-08-11 01:08:31+00:00","Bongo Net","recover","L8","B15",40.1223,-70.8605,NA,179,"EN706",2023,8,11,"01:08:31",2023-08-11 01:08:31,"2023-08-11 01:08:00+00:00",222.0472222,1.04,1.04
"304","2023-08-11 09:25:34+00:00","Bongo Net","deploy","L6","B19",40.3639,-70.8837,"10th bongo",186,"EN706",2023,8,11,"09:25:34",2023-08-11 09:25:34,"2023-08-11 09:25:00+00:00",222.3923611,1.17,1.17
"305","2023-08-11 09:38:40+00:00","Bongo Net","recover","L6","B19",40.3639,-70.8921,NA,187,"EN706",2023,8,11,"09:38:40",2023-08-11 09:38:40,"2023-08-11 09:38:00+00:00",222.4013889,1.44,1.44
"306","2023-08-11 21:12:03+00:00","Bongo Net","deploy","L3","B20",40.8587,-70.8788,"11th bongo",210,"EN706",2023,8,11,"21:12:03",2023-08-11 21:12:03,"2023-08-11 21:12:00+00:00",222.8833333,2.11,2.11
"307","2023-08-11 21:23:19+00:00","Bongo Net","recover","L3","B20",40.8558,-70.8853,NA,212,"EN706",2023,8,11,"21:23:19",2023-08-11 21:23:19,"2023-08-11 21:23:00+00:00",222.8909722,1.65,1.65
"308","2023-08-12 08:38:20+00:00","Bongo Net","deploy","MVCO","B24",41.311,-70.5805,"12th bongo",259,"EN706",2023,8,12,"08:38:20",2023-08-12 08:38:20,"2023-08-12 08:38:00+00:00",223.3597222,1.42,1.42
"309","2023-08-12 08:43:35+00:00","Bongo Net","recover","MVCO","B24",41.3092,-70.5793,NA,260,"EN706",2023,8,12,"08:43:35",2023-08-12 08:43:35,"2023-08-12 08:43:00+00:00",223.3631944,1.57,1.57
"310","2024-02-09 19:15:27+00:00","Bongo Net","deploy","L1","B1",41.1914,-70.885,NA,25,"EN712",2024,2,9,"19:15:27",2024-02-09 19:15:27,"2024-02-09 19:15:00+00:00",39.8020833,1.61,1.61
"311","2024-02-09 19:21:10+00:00","Bongo Net","recover","L1","B1",41.1897,-70.8832,"1st Bongo. Winch zeroed with weight and bongo below the surface. SV of 1500 m/s = depth 22m. Target depth 17m. TDR showed 15m. Max payout 18m. Wire angle ~35 deg. 20m/min down and 6m/min up ",26,"EN712",2024,2,9,"19:21:10",2024-02-09 19:21:10,"2024-02-09 19:21:00+00:00",39.80625,1.39,1.39
"312","2024-02-10 04:47:02+00:00","Bongo Net","deploy","L5","B2",40.5101,-70.8823,NA,41,"EN712",2024,2,10,"04:47:02",2024-02-10 04:47:02,"2024-02-10 04:47:00+00:00",40.1993056,1.75,1.75
"313","2024-02-10 05:06:52+00:00","Bongo Net","recover","L5","B2",40.5069,-70.8742,"2nd Bongo. Winch zeroed with weight and bongo below the surface. SV of 1500 m/s = depth 78m. Target depth 73m. TDR showed 71.4m. Max payout 89m. Wire angle ~35 deg. 30m/min down and 6m/min up",42,"EN712",2024,2,10,"05:06:52",2024-02-10 05:06:52,"2024-02-10 05:06:00+00:00",40.2125,1.33,1.33
"314","2024-02-10 10:17:29+00:00","Bongo Net","deploy","L6","B5",40.3632,-70.8797,NA,48,"EN712",2024,2,10,"10:17:29",2024-02-10 10:17:29,"2024-02-10 10:17:00+00:00",40.4284722,1.41,1.41
"315","2024-02-10 10:22:42+00:00","Bongo Net","other","L6","B5",40.3621,-70.8786,"Max payout of 109m wire out. Net collected bottom sediment. Logger showed 95m max depth.",52,"EN712",2024,2,10,"10:22:42",2024-02-10 10:22:42,"2024-02-10 10:22:00+00:00",40.4319444,1.31,1.31
"316","2024-02-10 10:30:00+00:00","Bongo Net","recover","L6","B5",40.3605,-70.8775,"3rd Bongo tow. Winch zeroed with weight and bongo below the surface. SV of 1500 m/s = depth 95m. Target depth 90m. TDR showed 90m. Max payout 109m. Wire angle ~35 deg. 20m/min down and 18m/min up.  Net collected bottom sediment. Sample not processed",49,"EN712",2024,2,10,"10:30:00",2024-02-10 10:30:00,"2024-02-10 10:30:00+00:00",40.4375,1.41,1.41
"317","2024-02-10 12:30:24+00:00","Bongo Net","deploy","L7","B6",40.2531,-70.88,NA,53,"EN712",2024,2,10,"12:30:24",2024-02-10 12:30:24,"2024-02-10 12:30:00+00:00",40.5208333,1.44,1.44
"318","2024-02-10 12:44:05+00:00","Bongo Net","recover","L7","B6",40.2482,-70.8775,"4th Bongo. Winch zeroed with weight and bongo at the surface. SV of 1500 m/s = depth 123m. Target depth 118m. TDR showed 100m. Max payout 131m. Wire angle ~30 deg. 20m/min down and 20m/min up",71,"EN712",2024,2,10,"12:44:05",2024-02-10 12:44:05,"2024-02-10 12:44:00+00:00",40.5305556,1.38,1.38
"319","2024-02-11 04:35:00+00:00","Bongo Net","deploy","L10","B7",39.9298,-70.8899,NA,84,"EN712",2024,2,11,"04:35:00",2024-02-11 04:35:00,"2024-02-11 04:35:00+00:00",41.1909722,0.66,0.66
"320","2024-02-11 05:00:00+00:00","Bongo Net","recover","L10","B7",39.9217,-70.8998,"5th Bongo. Winch zeroed with weight and bongo at the surface. SV of 1500 m/s = depth 463m. Target depth 200m. TDR showed 183.5m. Max payout 244m. Wire angle ~35 deg. 30-24-30m/min down and 18m/min up",85,"EN712",2024,2,11,"05:00:00",2024-02-11 05:00:00,"2024-02-11 05:00:00+00:00",41.2083333,1.42,1.42
"321","2024-02-11 11:09:12+00:00","Bongo Net","deploy","L11","B10",39.7509,-70.909,NA,93,"EN712",2024,2,11,"11:09:12",2024-02-11 11:09:12,"2024-02-11 11:09:00+00:00",41.4645833,1.64,1.64
"322","2024-02-11 11:42:48+00:00","Bongo Net","recover","L11","B10",39.7377,-70.9332,"6th Bongo. Winch zeroed with weight and bongo at surface. L11 CTD avg SV of 1494 m/s = depth 1728m. SV of 1500 m/s = depth 1736m. Target depth 200m. TDR showed 195m. Target payout 311m. Wire angle at max payout ~50-55 deg. 20m/min down and up",98,"EN712",2024,2,11,"11:42:48",2024-02-11 11:42:48,"2024-02-11 11:42:00+00:00",41.4875,1.56,1.56
"323","2024-02-11 22:43:58+00:00","Bongo Net","deploy","L9","B11",40.042,-70.9026,NA,125,"EN712",2024,2,11,"22:43:58",2024-02-11 22:43:58,"2024-02-11 22:43:00+00:00",41.9465278,1.88,1.88
"324","2024-02-11 23:03:03+00:00","Bongo Net","recover","L9","B11",40.0452,-70.9122,"7th Bongo. Winch zeroed with weight and bongo at surface. L9 CTD avg SV of #### m/s = depth ###m. SV of 1500 m/s = depth 213m. Target depth 200m. TDR showed 207m. Max payout 261m. Wire angle 40 deg at max payout. 30m/min down and 20m/min up",126,"EN712",2024,2,11,"23:03:03",2024-02-11 23:03:03,"2024-02-11 23:03:00+00:00",41.9604167,1.41,1.41
"325","2024-02-12 02:32:55+00:00","Bongo Net","deploy","L8","B12",40.1604,-70.9072,NA,130,"EN712",2024,2,12,"02:32:55",2024-02-12 02:32:55,"2024-02-12 02:32:00+00:00",42.1055556,1.38,1.38
"326","2024-02-12 02:45:11+00:00","Bongo Net","recover","L8","B12",40.1629,-70.9151,"8th Bongo. Winch zeroed with weight and bongo at surface. L8 CTD avg SV of #### m/s = depth ###m. SV of 1500 m/s = depth 140m. Target depth 135m. TDR did not record. Max payout 149m. Wire angle 25 deg at max payout. 30m/min down and 20m/min up",131,"EN712",2024,2,12,"02:45:11",2024-02-12 02:45:11,"2024-02-12 02:45:00+00:00",42.1145833,1.05,1.05
"327","2024-02-12 09:21:05+00:00","Bongo Net","deploy","L4","B15",40.6946,-70.8936,NA,139,"EN712",2024,2,12,"09:21:05",2024-02-12 09:21:05,"2024-02-12 09:21:00+00:00",42.3895833,1.41,1.41
"328","2024-02-12 09:29:22+00:00","Bongo Net","recover","L4","B15",40.6934,-70.8985,"9th Bongo. Winch zeroed with weight and bongo at surface. L4 CTD avg SV  of #### m/s = depth ###m. SV of 1500 m/s = depth 64m. Target depth 58m. TDR showed 52m. Max payout 67m. Wire angle 30 deg at max payout. ##m/min down and ##m/min up",140,"EN712",2024,2,12,"09:29:22",2024-02-12 09:29:22,"2024-02-12 09:29:00+00:00",42.3951389,1.31,1.31
"329","2024-02-13 03:15:34+00:00","Bongo Net","deploy","L3","B16",40.8644,-70.8915,NA,195,"EN712",2024,2,13,"03:15:34",2024-02-13 03:15:34,"2024-02-13 03:15:00+00:00",43.1354167,1.55,1.55
"330","2024-02-13 03:22:00+00:00","Bongo Net","recover","L3","B16",40.8638,-70.895,"10th Bongo. Winch zeroed with weight and bongo at surface. L3 CTD avg SV of #### m/s = depth ###m. SV of 1500 m/s = depth 55m. Target depth 50m. TDR did not record. Max payout 67m. Wire angle 35 deg at max payout. 30m/min down and 17m/min up",196,"EN712",2024,2,13,"03:22:00",2024-02-13 03:22:00,"2024-02-13 03:22:00+00:00",43.1402778,1.94,1.94
"331","2024-02-13 05:11:00+00:00","Bongo Net","deploy","L2","B17",41.0265,-70.8869,NA,203,"EN712",2024,2,13,"05:11:00",2024-02-13 05:11:00,"2024-02-13 05:11:00+00:00",43.2159722,1.76,1.76
"332","2024-02-13 05:17:00+00:00","Bongo Net","recover","L2","B17",41.0248,-70.8885,"11th Bongo. Winch zeroed with weight and bongo at surface. L2 CTD avg SV of #### m/s = depth ##m. SV of 1500 m/s = depth 22m. Target depth 17m. TDR showed 15m. Max payout 18m. Wire angle ~35 deg. 20m/min down and 6m/min up",204,"EN712",2024,2,13,"05:17:00",2024-02-13 05:17:00,"2024-02-13 05:17:00+00:00",43.2201389,1.41,1.41
